Ord#,,Date,Code,,Description of Goods,Qty,Rcd,
13852,,21/01/25,5015,,2300H x 810W x 38mm Thick - Single (R/H) * GGE *,1.00,N,
13852,,21/01/25,5015,,2300H x 560W x 36mm Thick - Pair * HWC *,1.00,N,
13852,,21/01/25,5015,,"1980H x 810W x 38mm Thick - Single (R/H) * B3, B1",2.00,N,
13852,,21/01/25,5015,,1980H x 810W x 38mm Thick - Single (L/H) * WC *,1.00,N,
13852,,21/01/25,5015,,1980H x 760W x 38mm Thick - Single (L/H) * BTH,1.00,N,
13852,,21/01/25,5015,,"2300H x 710W x 38mm Thick ''CS for Doors'' Single Cavity Slider Set, with Steel Inserts in Door for Warranty and Stability * PWD",1.00,N,
13852,,21/01/25,5015,,1980H x 760W x 38mm Thick - Single (R/H) * B2,1.00,N,
13852,,21/01/25,5015,,1980H x 710W x 38mm Thick - Single (L/H) * ENS,1.00,N,
13852,,21/01/25,5015,,"1980H x 710W x 38mm Thick - Single (R/H) * WIR, STO *",2.00,N,
13852,,21/01/25,5015,,1980H x 560W x 38mm Thick - Pair * LIN *,1.00,N,
13852,,21/01/25,5015,,Delivery by Roadside Carrier to Lot 20,1.00,N,
13853,,21/01/25,5015,,2300H x 810W x 38mm Thick - Single (R/H) * GGE *,1.00,N,
13853,,21/01/25,5015,,2300H x 560W x 36mm Thick - Pair * HWC *,1.00,N,
13853,,21/01/25,5015,,"1980H x 810W x 38mm Thick - Single (R/H) * B3, B1",2.00,N,
13853,,21/01/25,5015,,1980H x 810W x 38mm Thick - Single (L/H) * WC *,1.00,N,
13853,,21/01/25,5015,,1980H x 760W x 38mm Thick - Single (L/H) * BTH,1.00,N,
13853,,21/01/25,5015,,"2300H x 710W x 38mm Thick ''CS for Doors'' Single Cavity Slider Set, with Steel Inserts in Door for Warranty and Stability * PWD",1.00,N,
13853,,21/01/25,5015,,1980H x 760W x 38mm Thick - Single (R/H) * B2,1.00,N,
13853,,21/01/25,5015,,1980H x 710W x 38mm Thick - Single (L/H) * ENS,1.00,N,
13853,,21/01/25,5015,,"1980H x 710W x 38mm Thick - Single (R/H) * WIR, STO *",2.00,N,
13853,,21/01/25,5015,,1980H x 560W x 38mm Thick - Pair * LIN *,1.00,N,
13853,,21/01/25,5015,,Delivery by Roadside Carrier to Lot 20,1.00,N,
13854,,21/01/25,5015,,2300H x 810W x 38mm Thick - Single (R/H) * GGE *,1.00,N,
13854,,21/01/25,5015,,2300H x 560W x 36mm Thick - Pair * HWC *,1.00,N,
13854,,21/01/25,5015,,"1980H x 810W x 38mm Thick - Single (R/H) * B3, B1",2.00,N,
13854,,21/01/25,5015,,1980H x 810W x 38mm Thick - Single (L/H) * WC *,1.00,N,
13854,,21/01/25,5015,,1980H x 760W x 38mm Thick - Single (L/H) * BTH,1.00,N,
13854,,21/01/25,5015,,"2300H x 710W x 38mm Thick ''CS for Doors'' Single Cavity Slider Set, with Steel Inserts in Door for Warranty and Stability * PWD",1.00,N,
13854,,21/01/25,5015,,1980H x 760W x 38mm Thick - Single (R/H) * B2,1.00,N,
13854,,21/01/25,5015,,1980H x 710W x 38mm Thick - Single (L/H) * ENS,1.00,N,
13854,,21/01/25,5015,,"1980H x 710W x 38mm Thick - Single (R/H) * WIR, STO *",2.00,N,
13854,,21/01/25,5015,,1980H x 560W x 38mm Thick - Pair * LIN *,1.00,N,
13854,,21/01/25,5015,,Delivery by Roadside Carrier to Lot 20,1.00,N,
13855,,21/01/25,5015,,2300H x 810W x 38mm Thick - Single (R/H) * GGE *,1.00,N,
13855,,21/01/25,5015,,2300H x 560W x 36mm Thick - Pair * HWC *,1.00,N,
13855,,21/01/25,5015,,"1980H x 810W x 38mm Thick - Single (R/H) * B3, B1",2.00,N,
13855,,21/01/25,5015,,1980H x 810W x 38mm Thick - Single (L/H) * WC *,1.00,N,
13855,,21/01/25,5015,,1980H x 760W x 38mm Thick - Single (L/H) * BTH,1.00,N,
13855,,21/01/25,5015,,"2300H x 710W x 38mm Thick ''CS for Doors'' Single Cavity Slider Set, with Steel Inserts in Door for Warranty and Stability * PWD",1.00,N,
13855,,21/01/25,5015,,1980H x 760W x 38mm Thick - Single (R/H) * B2,1.00,N,
13855,,21/01/25,5015,,1980H x 710W x 38mm Thick - Single (L/H) * ENS,1.00,N,
13855,,21/01/25,5015,,"1980H x 710W x 38mm Thick - Single (R/H) * WIR, STO *",2.00,N,
13855,,21/01/25,5015,,1980H x 560W x 38mm Thick - Pair * LIN *,1.00,N,
13855,,21/01/25,5015,,Delivery by Roadside Carrier to Lot 20,1.00,N,
13856,,21/01/25,5015,,2300H x 810W x 38mm Thick - Single (R/H) * GGE *,1.00,N,
13856,,21/01/25,5015,,2300H x 560W x 36mm Thick - Pair * HWC *,1.00,N,
13856,,21/01/25,5015,,"1980H x 810W x 38mm Thick - Single (R/H) * B3, B1",2.00,N,
13856,,21/01/25,5015,,1980H x 810W x 38mm Thick - Single (L/H) * WC *,1.00,N,
13856,,21/01/25,5015,,1980H x 760W x 38mm Thick - Single (L/H) * BTH,1.00,N,
13856,,21/01/25,5015,,"2300H x 710W x 38mm Thick ''CS for Doors'' Single Cavity Slider Set, with Steel Inserts in Door for Warranty and Stability * PWD",1.00,N,
13856,,21/01/25,5015,,1980H x 760W x 38mm Thick - Single (R/H) * B2,1.00,N,
13856,,21/01/25,5015,,1980H x 710W x 38mm Thick - Single (L/H) * ENS,1.00,N,
13856,,21/01/25,5015,,"1980H x 710W x 38mm Thick - Single (R/H) * WIR, STO *",2.00,N,
13856,,21/01/25,5015,,1980H x 560W x 38mm Thick - Pair * LIN *,1.00,N,
13856,,21/01/25,5015,,Delivery by Roadside Carrier to Lot 20,1.00,N,
,,,,,,,,
Hirepool Limited,,,,,,,,
13844,,17/01/25,4190,,8kg hilti breaker,1.00,Y,
,,,,,,,,
JAL Consultant,,,,,,,,
13025,,17/09/24,3120,,journal internal draughting to block level,1.00,Y,
,,,,,,,,
Kalista Limited,,,,,,,,
13510,,22/11/24,4170,,9.0M Open Top Bin,1.00,N,
13510,,22/11/24,4170,,4.5M Open Top Bin - WOOD,1.00,N,
13510,,22/11/24,4170,,Hardfill Bin 3m3,1.00,N,
13970,,07/02/25,4170,,Ex 9m3 bin 10/02,1.00,Y,
14042,,20/02/25,4170,,4.5M Open Top Bin - WOOD EX,1.00,N,
,,,,,,,,
Liteworx Limited,,,,,,,,
13857,,21/01/25,5101,,Supply and install Velux sun tunnel on roof including all flashings required to complete outside,9.00,N,
13857,,21/01/25,5101,,Supply and fit vent kit adaptors to roof units,9.00,N,
,,,,,,,,
New Tech (Wanganui) Ltd ta Newtech Bathroomware,,,,,,,,
13879,,23/01/25,5216,,900 Porscha Wall Hung Vanity (1 Drawer) - Dusk Grey - Aspen - Via Basin - Brushed Nickel Extrusion,2.00,N,
13879,,23/01/25,5216,,900 Avon Mirror Cabinet (3 Door) - white gloss,1.00,N,
13879,,23/01/25,5216,,750 Avon Mirror Cabinet (2 Door) - white gloss,1.00,N,
13879,,23/01/25,5216,,600 Porscha Wall Hung Vanity (1 Drawer) - Dusk Grey - Aspen - Via Basin - Brushed Nickel Extrusion,2.00,N,
13879,,23/01/25,5216,,750 Porscha Wall Hung Vanity (1 Drawer) - Dusk Grey - Aspen - Via Basin - Brushed Nickel Extrusion,1.00,N,
13880,,23/01/25,5216,,900 Porscha Wall Hung Vanity (1 Drawer) - Dusk Grey - Aspen - Via Basin - Brushed Nickel Extrusion,2.00,N,
13880,,23/01/25,5216,,900 Avon Mirror Cabinet (3 Door) - white gloss,1.00,N,
13880,,23/01/25,5216,,750 Avon Mirror Cabinet (2 Door) - white gloss,1.00,N,
13880,,23/01/25,5216,,600 Porscha Wall Hung Vanity (1 Drawer) - Dusk Grey - Aspen - Via Basin - Brushed Nickel Extrusion,2.00,N,
13880,,23/01/25,5216,,750 Porscha Wall Hung Vanity (1 Drawer) - Dusk Grey - Aspen - Via Basin - Brushed Nickel Extrusion,1.00,N,
13881,,23/01/25,5216,,900 Porscha Wall Hung Vanity (1 Drawer) - Dusk Grey - Aspen - Via Basin - Brushed Nickel Extrusion,2.00,N,
13881,,23/01/25,5216,,900 Avon Mirror Cabinet (3 Door) - white gloss,1.00,N,
13881,,23/01/25,5216,,750 Avon Mirror Cabinet (2 Door) - white gloss,1.00,N,
13881,,23/01/25,5216,,600 Porscha Wall Hung Vanity (1 Drawer) - Dusk Grey - Aspen - Via Basin - Brushed Nickel Extrusion,2.00,N,
13881,,23/01/25,5216,,750 Porscha Wall Hung Vanity (1 Drawer) - Dusk Grey - Aspen - Via Basin - Brushed Nickel Extrusion,1.00,N,
13882,,23/01/25,5216,,900 Porscha Wall Hung Vanity (1 Drawer) - Dusk Grey - Aspen - Via Basin - Brushed Nickel Extrusion,2.00,N,
13882,,23/01/25,5216,,900 Avon Mirror Cabinet (3 Door) - white gloss,1.00,N,
13882,,23/01/25,5216,,750 Avon Mirror Cabinet (2 Door) - white gloss,1.00,N,
13882,,23/01/25,5216,,600 Porscha Wall Hung Vanity (1 Drawer) - Dusk Grey - Aspen - Via Basin - Brushed Nickel Extrusion,2.00,N,
13882,,23/01/25,5216,,750 Porscha Wall Hung Vanity (1 Drawer) - Dusk Grey - Aspen - Via Basin - Brushed Nickel Extrusion,1.00,N,
13883,,23/01/25,5216,,900 Porscha Wall Hung Vanity (1 Drawer) - Dusk Grey - Aspen - Via Basin - Brushed Nickel Extrusion,2.00,N,
13883,,23/01/25,5216,,900 Avon Mirror Cabinet (3 Door) - white gloss,1.00,N,
13883,,23/01/25,5216,,750 Avon Mirror Cabinet (2 Door) - white gloss,1.00,N,
13883,,23/01/25,5216,,600 Porscha Wall Hung Vanity (1 Drawer) - Dusk Grey - Aspen - Via Basin - Brushed Nickel Extrusion,2.00,N,
13883,,23/01/25,5216,,750 Porscha Wall Hung Vanity (1 Drawer) - Dusk Grey - Aspen - Via Basin - Brushed Nickel Extrusion,1.00,N,
,,,,,,,,
Newline Group Limited,,,,,,,,
13892,,28/01/25,5000,,As per quote - 66058,1.00,N,
,,,,,,,,
North West Flooring Limited,,,,,,,,
13557,,28/11/24,4195,,Site office carpet install,1.00,Y,
,,,,,,,,
Northcrest Insurance Brokers Limited,,,,,,,,
13542,,27/11/24,3500,,CWI for period 18/11/24 to 18/10/25,1.00,Y,
,,,,,,,,
NZ Brick Distributors Limited Partnership,,,,,,,,
14020,,17/02/25,4705,,Smooth Single 230 x 76 x 70,"11,232.00",N,
14020,,17/02/25,4705,,Russo 230 x 76 x 70,"9,672.00",N,
14020,,17/02/25,4705,,Karekare 230 x 76 x 70,"3,240.00",N,
14020,,17/02/25,4705,,Delivery Charge,1.00,N,
,,,,,,,,
PlaceMakers Auckland Central-North Hub COOK ST,,,,,,,,
13988,,11/02/25,4910,,Radiata Structural Grade 8 Planer Gauged Kiln Dried H1.2 Boron Treated 100 x 50mm (90 x 45mm) 6.0m (PO Qty 50),6.00,N,
13988,,11/02/25,4910,,Radiata Structural Grade 8 Planer Gauged Kiln Dried H1.2 Boron Treated 100 x 50mm (90 x 45mm) 6.0m,44.00,Y,
13504,,21/11/24,4130,,Site signs,2.00,Y,
13504,,21/11/24,4135,,Fire extinguisher,1.00,Y,
13504,,21/11/24,4135,,first aid kit,1.00,Y,
13504,,21/11/24,4195,,cable tie,1.00,Y,
13504,,21/11/24,4195,,Dazzle,3.00,Y,
13983,,10/02/25,5600,,140 X 35 H1.2 KD 6m,16.00,Y,
14000,,17/02/25,5600,,140 x45 H1.2 KD @ 4.8m,2.00,Y,
14000,,17/02/25,5600,,290 x 45 H1.2 KD @ 6m,7.00,Y,
14031,,19/02/25,5600,,H3.1 Strand Board 3.6 x 1.2,2.00,N,
14037,,20/02/25,5600,,Strand Board H3.1 3.6 x 1.2,2.00,N,
14037,,20/02/25,5600,,M12 Galv Engineer bolt & nut 40mm,2.00,N,
,,,,,,,,
Prosurv NZ Limited,,,,,,,,
13470,,14/11/24,5460,,Part 1: Stake boundary corners and Floor level,1.00,Y,
13470,,14/11/24,5460,,Part 2: Setout Building Grids on profiles,1.00,Y,
13470,,14/11/24,5460,,Part 4: Siting Certification,1.00,N,
14036,,20/02/25,5460,,Review plans and provide list of easement updates for solicitor,3.00,Y,
,,,,,,,,
Shiaz Beg,,,,,,,,
13022,,17/09/24,3120,,internal draughting,1.00,Y,
13036,,17/09/24,3120,,Journal draughting cost to block level,1.00,Y,
13256,,16/10/24,3120,,internal draughting,1.00,Y,
13488,,19/11/24,3120,,internal draughitnng,1.00,Y,
13777,,10/01/25,3120,,internal draughting,1.00,Y,
13821,,16/01/25,3120,,internal draughting,1.00,Y,
14010,,17/02/25,3120,,internal draughting,1.00,Y,
,,,,,,,,
Sundries,,,,,,,,
13170,,02/10/24,3300,,LINZ - title search,1.00,Y,
,,,,,,,,
Swanson Transport Ltd,,,,,,,,
13512,,25/11/24,4155,,lift small container to site 25/11,1.00,Y,
,,,,,,,,
Waitemata Trading Limited,,,,,,,,
13570,,28/11/24,5405,,weed spray 5Lx2,0.50,Y,
